title,link,description,date,source,content,summary
"Asian Games: No podium for PH hurdlers Lauren Hoffman, Robyn Brown - Inquirer.net",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIxNjIvYXNpYW4tZ2FtZXMtbm8tcG9kaXVtLWZvci1waC1odXJkbGVycy1sYXVyZW4taG9mZm1hbi1yb2J5bi1icm93btIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIxNjIvYXNpYW4tZ2FtZXMtbm8tcG9kaXVtLWZvci1waC1odXJkbGVycy1sYXVyZW4taG9mZm1hbi1yb2J5bi1icm93btIBAA?oc=5"" target=""_blank"">Asian Games: No podium for PH hurdlers Lauren Hoffman, Robyn Brown</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.net</font",2023-10-03 13:31:00+00:00,Inquirer.net,"sports / Asian Games Asian Games: No podium for PH hurdlers Lauren Hoffman, Robyn Brown By: June Navarro -  Reporter                           
                         / @junavINQ Philippine Daily Inquirer / 09:31 PM October 03, 2023 FILE – Robyn Brown, right, competes in the women’s 400 meter hurdles during the OC Classic at JSerra Catholic High School on May 07, 2022 in San Juan Capistrano, California. Katharine Lotze/Getty Images/AFP HANGZHOU, China—Lauren Hoffman and Robyn Brown sprang out of the starting blocks at full throttle but weren’t fast enough to seize a medal in the women’s 400m hurdles final in the 19th Asian Games . Hoffman crossed the line fifth in 57.21 seconds and Brown checked in sixth (57.55) in the medal race won by Bahrain’s Oluwakemi Mujidat Adekoya in record-breaking fashion at the Hangzhou Olympic Sports Centre Stadium on Tuesday night. ADVERTISEMENT Adkoya reset the Asian Games record to 54.45 seconds after defeating China’s Jiadie Mo (55.01) and India’s Vithya Ramraj (55.68) at the line. FEATURED STORIES SPORTS Gilas Pilipinas escapes Iran to reach Asian Games semifinals SPORTS Syrian crowd-pleaser stands in Eumir Marcial’s Paris path SPORTS Asian Games: South Korean skater loses gold after early celebration Ronne Malipag also didn’t make it to the podium in the men’s triple jump, finishing 10th with a best jump of 15.52 meters. China’s Zhu Yaming’s 17.13 effort netted him the gold while compatriot Fang Yaoqing took the silver in 16.93. India’s Praveen Chitharavel placed third in 16.68. Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our daily newsletter SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . READ NEXT Asian Games: No podium for PH hurdlers Lauren Hoffman, Robyn B... Carlo Paalam ends Asian Games medal bid with loss to Uzbek foe EDITORS' PICK LIVE UPDATES: Typhoon Jenny More Filipinos worry about inflation, says Pulse Asia LIVE UPDATES: Hangzhou Asian Games October 3 EDITORIAL: Too many generals in the PNP Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace Typhoon Jenny slows down, slightly weakens – Pagasa MOST READ Gilas Pilipinas escapes Iran to reach Asian Games semifinals Syrian crowd-pleaser stands in Eumir Marcial’s Paris path DOJ wants contempt case vs vloggers for interviewing fugitive ex-BuCor chief More Filipinos worry about inflation, says Pulse Asia View comments EDITORS' PICK MOST READ newsinfo LIVE UPDATES: Typhoon Jenny newsinfo More Filipinos worry about inflation, says Pulse Asia sports LIVE UPDATES: Hangzhou Asian Games October 3 opinion EDITORIAL: Too many generals in the PNP business Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace newsinfo Typhoon Jenny slows down, slightly weakens – Pagasa sports Gilas Pilipinas escapes Iran to reach Asian Games semifinals October 03, 2023 sports Syrian crowd-pleaser stands in Eumir Marcial’s Paris path October 03, 2023 newsinfo DOJ wants contempt case vs vloggers for interviewing fugitive ex-BuCor chief October 02, 2023 newsinfo More Filipinos worry about inflation, says Pulse Asia October 03, 2023 sports Carlo Paalam ends Asian Games medal bid with loss to Uzbek foe October 03, 2023 newsinfo 5th grader dies 11 days after teacher’s slap in Antipolo City October 03, 2023 TAGS: Asian Games Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our sports news SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .","Lauren Hoffman and Robyn Brown weren’t fast enough to seize a medal in the women’s 400m hurdles final in the 19th Asian Games. Hoffman crossed the line fifth in 57.21 seconds and Brown checked in sixth (57.55) in the medal race. Asian Games: No podium for PH hurdlers Lauren Hoffman, Roby Brown. sports / Asian Games Asian Games): No podiumfor PH hurdler Lauren Hoffman."
Saudi runner suspended after positive drug test at Asian Games - South China Morning Post,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnNjbXAuY29tL3Nwb3J0L2NoaW5hL2FydGljbGUvMzIzNjcwOC9hc2lhbi1nYW1lcy0yMDIzLXNhdWRpLXJ1bm5lci1zdXNwZW5kZWQtYWZ0ZXItcG9zaXRpdmUtZHJ1Zy10ZXN00gFxaHR0cHM6Ly9hbXAuc2NtcC5jb20vc3BvcnQvY2hpbmEvYXJ0aWNsZS8zMjM2NzA4L2FzaWFuLWdhbWVzLTIwMjMtc2F1ZGktcnVubmVyLXN1c3BlbmRlZC1hZnRlci1wb3NpdGl2ZS1kcnVnLXRlc3Q?oc=5," href=""https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnNjbXAuY29tL3Nwb3J0L2NoaW5hL2FydGljbGUvMzIzNjcwOC9hc2lhbi1nYW1lcy0yMDIzLXNhdWRpLXJ1bm5lci1zdXNwZW5kZWQtYWZ0ZXItcG9zaXRpdmUtZHJ1Zy10ZXN00gFxaHR0cHM6Ly9hbXAuc2NtcC5jb20vc3BvcnQvY2hpbmEvYXJ0aWNsZS8zMjM2NzA4L2FzaWFuLWdhbWVzLTIwMjMtc2F1ZGktcnVubmVyLXN1c3BlbmRlZC1hZnRlci1wb3NpdGl2ZS1kcnVnLXRlc3Q?oc=5"" target=""_blank"">Saudi runner suspended after positive drug test at Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">South China Morning Post</font",2023-10-04 02:33:23+00:00,South China Morning Post,"Advertisement Advertisement Asian Games 2023 + FOLLOW Get more with my NEWS A personalised news feed of stories that matter to you Learn more The shadows of the athletes are seen during the women’s 10,000m final at the 2023 Asian Games. Photo: Reuters Sport China Asian Games 2023: Saudi runner suspended after positive drug test Yousef Mohammed Alasiri was entered in the men’s 5,000 and 10,000 metres events in Hangzhou but did not start in either race The 34-year-old had returned an ‘adverse analytical finding for non-specified prohibited substance darbepoetin,’ testing agency said Asian Games 2023 + FOLLOW Reuters + FOLLOW Published: 10:33am, 4 Oct, 2023 Why you can trust SCMP Saudi Arabian distance runner Yousef Mohammed Alasiri tested positive for a banned substance at the Asian Games and has been provisionally suspended, the International Testing Agency (ITA) said. Alasiri was entered in the men’s 5,000 and 10,000 metres events in Hangzhou but did not start in either race. Darbepoetin is a re-engineered form of erythropoietin, also known as EPO, a common blood-booster. The ITA runs testing at the Games. Spectators watch during the men’s 4x100m relay at the 2023 Asian Games in Hangzhou. Photo: Reuters The Saudi Olympic committee was unable to provide immediate comment. Alasiri is the second athlete to test positive for a banned substance at the Games. Afghanistan boxer Mohammad Khaibar Nooristani was provisionally suspended last week for a positive test. The ITA said in a statement on is website last week that the 37-year-old, who had been set to compete in the men’s 63.5-71kg category, had returned an adverse analytical finding for prohibited substances “19-norandrosterone and clostebol metabolite 4-chloro-3α-hydroxy-androst-4-en-17-one”. “The sample was collected by the ITA at the Asian Games Hangzhou 2022 during an out-of-competition anti-doping control performed on 21 September 2023,” it said. The matter has been referred to the Anti-Doping Division of the Court of Arbitration for Sport for adjudication under the OCA Anti-Doping Rules, the statement added. Anti-doping officials from OCA had said early on during the Games that all medallists, record breakers and a large number of other athletes would be asked to be tested. These athletes would be chosen based on “intelligence”. Post","Yousef Mohammed Alasiri tested positive for a banned substance at the Asian Games. The 34-year-old had returned an ‘adverse analytical finding for non-specified prohibited substance darbepoetin,’ testing agency said. The matter has been referred to the Anti-Doping Division of the Court of Arbitration for Sport for adjudication. Afghanistan boxer Mohammad Khaibar Nooristani was provisionally suspended last week."
Asian Games 2023: Japan's Okazawa Sewon fells Aslanbek Shymbergenov in clash of men's 71kg titans for Paris ... - Olympics,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctcGFyaXMtcXVhbGlmaWVy0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctcGFyaXMtcXVhbGlmaWVy0gEA?oc=5"" target=""_blank"">Asian Games 2023: Japan's Okazawa Sewon fells Aslanbek Shymbergenov in clash of men's 71kg titans for Paris ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 13:59:00+00:00,Olympics,,No Content
3 concerns for India despite beating Nepal in Asian Games 2023 quarterfinals - Sportskeeda,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9jcmlja2V0LzMtY29uY2VybnMtaW5kaWEtZGVzcGl0ZS1iZWF0aW5nLW5lcGFsLWFzaWFuLWdhbWVzLTIwMjMtcXVhcnRlcmZpbmFsc9IBbWh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9hbXAvY3JpY2tldC8zLWNvbmNlcm5zLWluZGlhLWRlc3BpdGUtYmVhdGluZy1uZXBhbC1hc2lhbi1nYW1lcy0yMDIzLXF1YXJ0ZXJmaW5hbHM?oc=5," href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9jcmlja2V0LzMtY29uY2VybnMtaW5kaWEtZGVzcGl0ZS1iZWF0aW5nLW5lcGFsLWFzaWFuLWdhbWVzLTIwMjMtcXVhcnRlcmZpbmFsc9IBbWh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9hbXAvY3JpY2tldC8zLWNvbmNlcm5zLWluZGlhLWRlc3BpdGUtYmVhdGluZy1uZXBhbC1hc2lhbi1nYW1lcy0yMDIzLXF1YXJ0ZXJmaW5hbHM?oc=5"" target=""_blank"">3 concerns for India despite beating Nepal in Asian Games 2023 quarterfinals</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sportskeeda</font",2023-10-03 10:23:02+00:00,Sportskeeda,,No Content
Asian Games 2023 badminton: PV Sindhu moves into round of 16 - Olympics,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1iYWRtaW50b24taW5kaWEtcHYtc2luZGh1LXJvdW5kLW9mLTMyLXJlc3VsdHPSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1iYWRtaW50b24taW5kaWEtcHYtc2luZGh1LXJvdW5kLW9mLTMyLXJlc3VsdHPSAQA?oc=5"" target=""_blank"">Asian Games 2023 badminton: PV Sindhu moves into round of 16</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 10:41:00+00:00,Olympics,,No Content
Asian Games 2023 boxing: Lovlina Borgohain secures Paris 2024 Olympic quota - Olympics,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctbG92bGluYS1ib3Jnb2hhaW4tc2VtaS1maW5hbHMtcmVzdWx0LWluZGlh0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctbG92bGluYS1ib3Jnb2hhaW4tc2VtaS1maW5hbHMtcmVzdWx0LWluZGlh0gEA?oc=5"" target=""_blank"">Asian Games 2023 boxing: Lovlina Borgohain secures Paris 2024 Olympic quota</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 13:32:00+00:00,Olympics,,No Content
"Asian Games 2023 soft tennis: Know India's schedule, results and scores - Olympics",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zb2Z0LXRlbm5pcy1zY2hlZHVsZS1yZXN1bHRzLXNjb3Jlcy1pbmRpYdIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zb2Z0LXRlbm5pcy1zY2hlZHVsZS1yZXN1bHRzLXNjb3Jlcy1pbmRpYdIBAA?oc=5"" target=""_blank"">Asian Games 2023 soft tennis: Know India's schedule, results and scores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 15:57:00+00:00,Olympics,,No Content
Asian Games: Saudi runner suspended after positive drug test - Inquirer.net,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIyNTkvYXNpYW4tZ2FtZXMtc2F1ZGktcnVubmVyLXN1c3BlbmRlZC1hZnRlci1wb3NpdGl2ZS1kcnVnLXRlc3TSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIyNTkvYXNpYW4tZ2FtZXMtc2F1ZGktcnVubmVyLXN1c3BlbmRlZC1hZnRlci1wb3NpdGl2ZS1kcnVnLXRlc3TSAQA?oc=5"" target=""_blank"">Asian Games: Saudi runner suspended after positive drug test</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.net</font",2023-10-04 05:04:00+00:00,Inquirer.net,"sports / Array Asian Games Asian Games: Saudi runner suspended after positive drug test Reuters / 01:04 PM October 04, 2023 FILE– Members of Team Saudi Arabia take part in the athletes parade during the opening ceremony of the 19th Asian Games. (Photo by Luo Yunfei/China News Service/VCG ) HANGZHOU, China–Saudi Arabian distance runner Yousef Mohammed Alasiri tested positive for a banned substance at the Asian Games and has been provisionally suspended, the International Testing Agency (ITA) said. Alasiri was entered in the men’s 5,000 and 10,000 meters events in Hangzhou but did not start in either race. ADVERTISEMENT The 34-year-old had returned an “adverse analytical finding for the non-specified prohibited substance darbepoetin”, the ITA said. FEATURED STORIES SPORTS Brownlee says Gilas up to task of taking down China in Asian Games semis SPORTS Syrian crowd-pleaser stands in Eumir Marcial’s Paris path SPORTS Gilas Pilipinas escapes Iran to reach Asian Games semifinals Darbepoetin is a re-engineered form of erythropoietin, also known as EPO, a common blood-booster. The ITA runs testing at the Games. ADVERTISEMENT The Saudi Olympic Committee was unable to provide immediate comment. Alasiri is the second athlete to test positive for a banned substance at the Games. Afghanistan boxer Mohammad Khaibar Nooristani was provisionally suspended last week for a positive test. Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our daily newsletter SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . READ NEXT Asian Games: Saudi runner suspended after positive drug test NBA: Jazz facing steep climb for playoff spot, even after offs... EDITORS' PICK Bongbong Marcos lifts rice price ceiling Commercial ship that rammed Filipino boat, killing 3 fishermen, hoists foreign flag — PCG Bongbong Marcos deeply sad over 3 fishermen’s deaths in Scarborough Shoal LIVE UPDATES: Hangzhou Asian Games October 4 Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace LIVE UPDATES: Hangzhou Asian Games October 3 MOST READ Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament PCG says oil tanker registered in Marshall Islands rammed Filipino boat, killing 3 fishermen Bongbong Marcos deeply sad over 3 fishermen’s deaths in Scarborough Shoal US House speaker ejected in brutal, historic rebellion View comments EDITORS' PICK MOST READ business Bongbong Marcos lifts rice price ceiling globalnation Commercial ship that rammed Filipino boat, killing 3 fishermen, hoists foreign flag — PCG globalnation Bongbong Marcos deeply sad over 3 fishermen’s deaths in Scarborough Shoal sports LIVE UPDATES: Hangzhou Asian Games October 4 business Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace sports LIVE UPDATES: Hangzhou Asian Games October 3 entertainment Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament October 03, 2023 globalnation PCG says oil tanker registered in Marshall Islands rammed Filipino boat, killing 3 fishermen October 04, 2023 globalnation Bongbong Marcos deeply sad over 3 fishermen’s deaths in Scarborough Shoal October 04, 2023 newsinfo US House speaker ejected in brutal, historic rebellion October 04, 2023 business BIZ BUZZ: Scooping up Foodpanda assets October 04, 2023 sports LIVE UPDATES: Hangzhou Asian Games October 4 October 04, 2023 TAGS: Asian Games Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our sports news SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .","Saudi Arabian distance runner Yousef Mohammed Alasiri tested positive for a banned substance at the Asian Games. Alasiri was entered in the men’s 5,000 and 10,000 meters events in Hangzhou but did not start in either race. The 34-year-old had returned an “adverse analytical finding for the non-specified prohibited substance darbepoetin’"
"Indian men continue domination in kabaddi, thrash Thailand 63-26 in Asian Games - Deccan Herald",https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5kZWNjYW5oZXJhbGQuY29tL3Nwb3J0cy9vdGhlci1zcG9ydHMvaW5kaWFuLW1lbi1jb250aW51ZS1kb21pbmF0aW9uLWluLWthYmFkZGktdGhyYXNoLXRoYWlsYW5kLTYzLTI2LWluLWFzaWFuLWdhbWVzLTI3MTE2NDjSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5kZWNjYW5oZXJhbGQuY29tL3Nwb3J0cy9vdGhlci1zcG9ydHMvaW5kaWFuLW1lbi1jb250aW51ZS1kb21pbmF0aW9uLWluLWthYmFkZGktdGhyYXNoLXRoYWlsYW5kLTYzLTI2LWluLWFzaWFuLWdhbWVzLTI3MTE2NDjSAQA?oc=5"" target=""_blank"">Indian men continue domination in kabaddi, thrash Thailand 63-26 in Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deccan Herald</font",2023-10-04 04:37:12+00:00,Deccan Herald,,No Content
Asian Games Chess: Indian men held; women rout Mongolia - Rediff.com,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJlZGlmZi5jb20vc3BvcnRzL3JlcG9ydC9hc2lhbi1nYW1lcy1jaGVzcy1pbmRpYW4tbWVuLWhlbGQtd29tZW4tcm91dC1tb25nb2xpYS8yMDIzMTAwMy5odG3SAWlodHRwczovL20ucmVkaWZmLmNvbS9hbXAvc3BvcnRzL3JlcG9ydC9hc2lhbi1nYW1lcy1jaGVzcy1pbmRpYW4tbWVuLWhlbGQtd29tZW4tcm91dC1tb25nb2xpYS8yMDIzMTAwMy5odG0?oc=5," href=""https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJlZGlmZi5jb20vc3BvcnRzL3JlcG9ydC9hc2lhbi1nYW1lcy1jaGVzcy1pbmRpYW4tbWVuLWhlbGQtd29tZW4tcm91dC1tb25nb2xpYS8yMDIzMTAwMy5odG3SAWlodHRwczovL20ucmVkaWZmLmNvbS9hbXAvc3BvcnRzL3JlcG9ydC9hc2lhbi1nYW1lcy1jaGVzcy1pbmRpYW4tbWVuLWhlbGQtd29tZW4tcm91dC1tb25nb2xpYS8yMDIzMTAwMy5odG0?oc=5"" target=""_blank"">Asian Games Chess: Indian men held; women rout Mongolia</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rediff.com</font",2023-10-03 14:03:44+00:00,Rediff.com,,No Content
Hidilyn grateful for opportunity in Asiad despite missing podium - The Manila Times,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1hbmlsYXRpbWVzLm5ldC8yMDIzLzEwLzA0L3Nwb3J0cy9oaWRpbHluLWdyYXRlZnVsLWZvci1vcHBvcnR1bml0eS1pbi1hc2lhZC1kZXNwaXRlLW1pc3NpbmctcG9kaXVtLzE5MTMxNjXSAXpodHRwczovL3d3dy5tYW5pbGF0aW1lcy5uZXQvMjAyMy8xMC8wNC9zcG9ydHMvaGlkaWx5bi1ncmF0ZWZ1bC1mb3Itb3Bwb3J0dW5pdHktaW4tYXNpYWQtZGVzcGl0ZS1taXNzaW5nLXBvZGl1bS8xOTEzMTY1L2FtcA?oc=5," href=""https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1hbmlsYXRpbWVzLm5ldC8yMDIzLzEwLzA0L3Nwb3J0cy9oaWRpbHluLWdyYXRlZnVsLWZvci1vcHBvcnR1bml0eS1pbi1hc2lhZC1kZXNwaXRlLW1pc3NpbmctcG9kaXVtLzE5MTMxNjXSAXpodHRwczovL3d3dy5tYW5pbGF0aW1lcy5uZXQvMjAyMy8xMC8wNC9zcG9ydHMvaGlkaWx5bi1ncmF0ZWZ1bC1mb3Itb3Bwb3J0dW5pdHktaW4tYXNpYWQtZGVzcGl0ZS1taXNzaW5nLXBvZGl1bS8xOTEzMTY1L2FtcA?oc=5"" target=""_blank"">Hidilyn grateful for opportunity in Asiad despite missing podium</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Manila Times</font",2023-10-04 00:58:00+00:00,The Manila Times,,No Content
Elreen Ando bags Asiad bronze medal and more - Sports Interactive Network Philippines,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnNwaW4ucGgvbXVsdGlzcG9ydC9uZXdzLXlvdS1uZWVkLXRvLWtub3ctZWxyZWVuLWFuZG8tZGVsaXZlcnMtYnJvbnplLWFuZC1tb3JlLWExMzc0LTIwMjMxMDAz0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnNwaW4ucGgvbXVsdGlzcG9ydC9uZXdzLXlvdS1uZWVkLXRvLWtub3ctZWxyZWVuLWFuZG8tZGVsaXZlcnMtYnJvbnplLWFuZC1tb3JlLWExMzc0LTIwMjMxMDAz0gEA?oc=5"" target=""_blank"">Elreen Ando bags Asiad bronze medal and more</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sports Interactive Network Philippines</font",2023-10-03 01:24:46+00:00,Sports Interactive Network Philippines,,No Content
"Meet Aditi Ashok, First-Indian Woman to Receive Silver Medal in Golf at Asian Games 2023 - India.com",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmluZGlhLmNvbS93b21lbi9tZWV0LWFkaXRpLWFzaG9rLWZpcnN0LWluZGlhbi13b21hbi10by1yZWNlaXZlLXNpbHZlci1tZWRhbC1pbi1nb2xmLWF0LWFzaWFuLWdhbWVzLTIwMjMtNjM3MzQ0Ny_SAYABaHR0cHM6Ly93d3cuaW5kaWEuY29tL3dvbWVuL21lZXQtYWRpdGktYXNob2stZmlyc3QtaW5kaWFuLXdvbWFuLXRvLXJlY2VpdmUtc2lsdmVyLW1lZGFsLWluLWdvbGYtYXQtYXNpYW4tZ2FtZXMtMjAyMy02MzczNDQ3L2FtcC8?oc=5," href=""https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmluZGlhLmNvbS93b21lbi9tZWV0LWFkaXRpLWFzaG9rLWZpcnN0LWluZGlhbi13b21hbi10by1yZWNlaXZlLXNpbHZlci1tZWRhbC1pbi1nb2xmLWF0LWFzaWFuLWdhbWVzLTIwMjMtNjM3MzQ0Ny_SAYABaHR0cHM6Ly93d3cuaW5kaWEuY29tL3dvbWVuL21lZXQtYWRpdGktYXNob2stZmlyc3QtaW5kaWFuLXdvbWFuLXRvLXJlY2VpdmUtc2lsdmVyLW1lZGFsLWluLWdvbGYtYXQtYXNpYW4tZ2FtZXMtMjAyMy02MzczNDQ3L2FtcC8?oc=5"" target=""_blank"">Meet Aditi Ashok, First-Indian Woman to Receive Silver Medal in Golf at Asian Games 2023</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India.com</font",2023-10-02 11:24:46+00:00,India.com,"Asian Games 2023: Indian Men's Badminton Team Grabs Maiden Silver, First Medal After 37 Years","Indian Men's Badminton Team Grabs Maiden Silver, First Medal After 37 Years. Asian Games 2023: Indian men's badminton team wins silver in men's singles."
"Asian Games: Zii Jia, Aaron-Wooi Yik through after impressive comeback wins - Stadium Astro",https://news.google.com/rss/articles/CBMiggFodHRwczovL2VuZ2xpc2guc3RhZGl1bWFzdHJvLmNvbS9zcG9ydHMtYmFkbWludG9uL2FzaWFuLWdhbWVzLXppaS1qaWEtYWFyb24td29vaS15aWstdGhyb3VnaC1hZnRlci1pbXByZXNzaXZlLWNvbWViYWNrLXdpbnMtMjQ2Mzg30gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiggFodHRwczovL2VuZ2xpc2guc3RhZGl1bWFzdHJvLmNvbS9zcG9ydHMtYmFkbWludG9uL2FzaWFuLWdhbWVzLXppaS1qaWEtYWFyb24td29vaS15aWstdGhyb3VnaC1hZnRlci1pbXByZXNzaXZlLWNvbWViYWNrLXdpbnMtMjQ2Mzg30gEA?oc=5"" target=""_blank"">Asian Games: Zii Jia, Aaron-Wooi Yik through after impressive comeback wins</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stadium Astro</font",2023-10-02 10:05:41+00:00,Stadium Astro,,No Content
"Asian Games: 'Gold lost', says golfer Aditi Ashok after winning silver - The New Indian Express",https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zcG9ydC9vdGhlci8yMDIzL29jdC8wMi9hc2lhbi1nYW1lcy1nb2xkLWxvc3Qtc2F5cy1nb2xmZXItYWRpdGlhc2hvay1hZnRlci13aW5uaW5nLXNpbHZlci0yNjE5OTczLmh0bWzSAYYBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vc3BvcnQvb3RoZXIvMjAyMy9vY3QvMDIvYXNpYW4tZ2FtZXMtZ29sZC1sb3N0LXNheXMtZ29sZmVyLWFkaXRpYXNob2stYWZ0ZXItd2lubmluZy1zaWx2ZXItMjYxOTk3My5hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9zcG9ydC9vdGhlci8yMDIzL29jdC8wMi9hc2lhbi1nYW1lcy1nb2xkLWxvc3Qtc2F5cy1nb2xmZXItYWRpdGlhc2hvay1hZnRlci13aW5uaW5nLXNpbHZlci0yNjE5OTczLmh0bWzSAYYBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vc3BvcnQvb3RoZXIvMjAyMy9vY3QvMDIvYXNpYW4tZ2FtZXMtZ29sZC1sb3N0LXNheXMtZ29sZmVyLWFkaXRpYXNob2stYWZ0ZXItd2lubmluZy1zaWx2ZXItMjYxOTk3My5hbXA?oc=5"" target=""_blank"">Asian Games: 'Gold lost', says golfer Aditi Ashok after winning silver</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New Indian Express</font",2023-10-02 08:28:00+00:00,The New Indian Express,,No Content
